#name, mChrA_Absence, mChrA_Presence
FJ13SH05-2, 1.0, 0.0
NODE_0000195, 0.9996578191735231, 0.0003421808264767934
CH0328, 1.0, 0.0
FJ2000-69A, 1.0, 0.0
NODE_0000196, 0.9995397593287482, 0.00046024067125183645
NODE_0000197, 0.9996507255467475, 0.0003492744532524613
BD0024, 1.0, 0.0
MD0929, 1.0, 0.0
NODE_0000198, 0.99928103603448, 0.0007189639655200386
NODE_0000199, 0.9984227950751711, 0.00157720492482889
NODE_0000200, 0.9995494203878941, 0.0004505796121059669
KE415, 0.9999999999999999, 0.0
UG08, 0.9999999999999999, 0.0
NODE_0000201, 0.989523110269916, 0.01047688973008391
E-TZA-22-, 1.0, 0.0
NODE_0000202, 0.8997841334944788, 0.10021586650552121
E-RWD-4-, 1.0, 0.0
E-UGD-47, 0.0, 1.0
NODE_0000203, 0.9984074957541248, 0.0015925042458751137
NODE_0000204, 0.9895117252047299, 0.01048827479527024
CH0549, 1.0, 0.0
NODE_0000205, 0.8997741235435456, 0.1002258764564545
CL3.6.7, 0.0, 1.0
ML0025, 1.0, 0.0
NODE_0000206, 0.999499084164481, 0.0005009158355190058
GD06-53, 1.0, 0.0
NODE_0000207, 0.9996046311583683, 0.0003953688416317182
FJ72ZC7-77, 1.0, 0.0
NODE_0000208, 0.9995817962469021, 0.00041820375309780425
NODE_0000209, 0.9996545381635413, 0.00034546183645862207
FJ95085AZB13-116, 1.0, 0.0
FJ99138, 1.0, 0.0
NODE_0000210, 0.9996204560224902, 0.00037954397750984556
SC-10-120-65-2, 1.0, 0.0
NODE_0000211, 0.9996580444840835, 0.00034195551591645904
CH0595, 1.0, 0.0
YN07205e, 1.0, 0.0
